应变(%),应力(N/mm^2),力(N),位移(mm),变形Y(mm),变形Z(mm),时间(s),Temperature1(-),Temperature2(-),Temperature3(-),变形X(mm)
1.058415E-05,134.4196,27233.74,1.264511,1.907349E-06,0,252.96,0.1,0.1,0.1,0
1.058415E-05,134.425,27234.83,1.264557,1.907349E-06,0,252.9771,0.1,0.1,0.1,0
1.058415E-05,134.4312,27236.09,1.264664,1.907349E-06,0,252.9941,0.1,0.1,0.1,0
1.058415E-05,134.4358,27237.02,1.264755,1.907349E-06,0,253.0107,0.1,0.1,0.1,0
1.058415E-05,134.4412,27238.11,1.264816,1.907349E-06,0,253.0278,0.1,0.1,0.1,0
5.292075E-06,134.4458,27239.04,1.264908,9.536743E-07,0,253.0449,0.1,0.1,0.1,0
5.292075E-06,134.4508,27240.05,1.265015,9.536743E-07,0,253.062,0.1,0.1,0.1,0
5.292075E-06,134.4557,27241.04,1.26506,9.536743E-07,0,253.0791,0.1,0.1,0.1,0
5.292075E-06,134.4606,27242.05,1.265167,9.536743E-07,0,253.0957,0.1,0.1,0.1,0
0,134.4675,27243.43,1.265259,0,0,253.1128,0.1,0.1,0.1,0
5.292075E-06,134.4724,27244.44,1.265305,9.536743E-07,0,253.1299,0.1,0.1,0.1,0
0,134.4789,27245.75,1.265411,0,0,253.147,0.1,0.1,0.1,0
0,134.4847,27246.92,1.265518,0,0,253.1641,0.1,0.1,0.1,0
0,134.4901,27248.01,1.26561,0,0,253.1807,0.1,0.1,0.1,0
5.292075E-06,134.4969,27249.4,1.265656,9.536743E-07,0,253.1978,0.1,0.1,0.1,0
5.292075E-06,134.5011,27250.24,1.265762,9.536743E-07,0,253.2148,0.1,0.1,0.1,0
5.292075E-06,134.5076,27251.57,1.265854,9.536743E-07,0,253.2319,0.1,0.1,0.1,0
5.292075E-06,134.5105,27252.16,1.265961,9.536743E-07,0,253.249,0.1,0.1,0.1,0
1.058415E-05,134.5166,27253.39,1.266006,1.907349E-06,0,253.2661,0.1,0.1,0.1,0
1.058415E-05,134.5205,27254.18,1.266113,1.907349E-06,0,253.2827,0.1,0.1,0.1,0
1.058415E-05,134.5242,27254.93,1.266159,1.907349E-06,0,253.2998,0.1,0.1,0.1,0
1.058415E-05,134.5294,27255.97,1.266266,1.907349E-06,0,253.3169,0.1,0.1,0.1,0
1.058415E-05,134.5334,27256.8,1.266357,1.907349E-06,0,253.334,0.1,0.1,0.1,0
1.058415E-05,134.5399,27258.1,1.266418,1.907349E-06,0,253.3511,0.1,0.1,0.1,0
1.058415E-05,134.5448,27259.11,1.26651,1.907349E-06,0,253.3677,0.1,0.1,0.1,0
1.058415E-05,134.5501,27260.18,1.266617,1.907349E-06,0,253.3848,0.1,0.1,0.1,0
1.058415E-05,134.5576,27261.69,1.266708,1.907349E-06,0,253.4019,0.1,0.1,0.1,0
1.058415E-05,134.5633,27262.84,1.266754,1.907349E-06,0,253.4189,0.1,0.1,0.1,0
1.058415E-05,134.5711,27264.43,1.266861,1.907349E-06,0,253.436,0.1,0.1,0.1,0
1.058415E-05,134.5759,27265.39,1.266968,1.907349E-06,0,253.4531,0.1,0.1,0.1,0
1.058415E-05,134.5823,27266.69,1.267014,1.907349E-06,0,253.4697,0.1,0.1,0.1,0
1.058415E-05,134.5866,27267.57,1.267105,1.907349E-06,0,253.4868,0.1,0.1,0.1,0
1.058415E-05,134.5913,27268.53,1.267212,1.907349E-06,0,253.5039,0.1,0.1,0.1,0
1.058415E-05,134.5973,27269.73,1.267258,1.907349E-06,0,253.521,0.1,0.1,0.1,0
1.719925E-05,134.6016,27270.6,1.267365,3.099442E-06,0,253.5381,0.1,0.1,0.1,0
1.719925E-05,134.6076,27271.83,1.267456,3.099442E-06,0,253.5547,0.1,0.1,0.1,0
1.719925E-05,134.6118,27272.68,1.267563,3.099442E-06,0,253.5718,0.1,0.1,0.1,0
2.249132E-05,134.6171,27273.75,1.267609,4.053116E-06,0,253.5889,0.1,0.1,0.1,0
2.249132E-05,134.6232,27274.98,1.267715,4.053116E-06,0,253.606,0.1,0.1,0.1,0
2.249132E-05,134.6266,27275.67,1.267761,4.053116E-06,0,253.623,0.1,0.1,0.1,0
1.719925E-05,134.6346,27277.29,1.267868,3.099442E-06,0,253.6401,0.1,0.1,0.1,0
2.249132E-05,134.6407,27278.54,1.26796,4.053116E-06,0,253.6567,0.1,0.1,0.1,0
1.719925E-05,134.6498,27280.37,1.268066,3.099442E-06,0,253.6738,0.1,0.1,0.1,0
1.719925E-05,134.6552,27281.46,1.268158,3.099442E-06,0,253.6909,0.1,0.1,0.1,0
1.719925E-05,134.6588,27282.19,1.268204,3.099442E-06,0,253.708,0.1,0.1,0.1,0
1.058415E-05,134.6631,27283.06,1.268311,1.907349E-06,0,253.7251,0.1,0.1,0.1,0
1.058415E-05,134.6659,27283.63,1.268356,1.907349E-06,0,253.7417,0.1,0.1,0.1,0
5.292075E-06,134.6729,27285.06,1.268463,9.536743E-07,0,253.7588,0.1,0.1,0.1,0
5.292075E-06,134.6779,27286.07,1.268555,9.536743E-07,0,253.7759,0.1,0.1,0.1,0
5.292075E-06,134.6845,27287.41,1.268661,9.536743E-07,0,253.793,0.1,0.1,0.1,0
5.292075E-06,134.6895,27288.41,1.268707,9.536743E-07,0,253.8101,0.1,0.1,0.1,0
5.292075E-06,134.6928,27289.08,1.268814,9.536743E-07,0,253.8267,0.1,0.1,0.1,0
5.292075E-06,134.6976,27290.06,1.268906,9.536743E-07,0,253.8438,0.1,0.1,0.1,0
0,134.7019,27290.92,1.268967,0,0,253.8608,0.1,0.1,0.1,0
0,134.7079,27292.14,1.269058,0,0,253.8779,0.1,0.1,0.1,0
-5.292075E-06,134.7133,27293.23,1.269165,-9.536743E-07,0,253.895,0.1,0.1,0.1,0
-5.292075E-06,134.7184,27294.27,1.269211,-9.536743E-07,0,253.9121,0.1,0.1,0.1,0
-5.292075E-06,134.725,27295.6,1.269318,-9.536743E-07,0,253.9287,0.1,0.1,0.1,0
-5.292075E-06,134.73,27296.62,1.269409,-9.536743E-07,0,253.9458,0.1,0.1,0.1,0
-1.058415E-05,134.7388,27298.4,1.269516,-1.907349E-06,0,253.9629,0.1,0.1,0.1,0
-1.058415E-05,134.7438,27299.41,1.269562,-1.907349E-06,0,253.98,0.1,0.1,0.1,0
-1.058415E-05,134.7515,27300.97,1.269653,-1.907349E-06,0,253.9971,0.1,0.1,0.1,0
-1.058415E-05,134.7558,27301.85,1.26976,-1.907349E-06,0,254.0137,0.1,0.1,0.1,0
-1.058415E-05,134.761,27302.9,1.269806,-1.907349E-06,0,254.0308,0.1,0.1,0.1,0
-1.058415E-05,134.7669,27304.09,1.269913,-1.907349E-06,0,254.0479,0.1,0.1,0.1,0
-1.058415E-05,134.7715,27305.02,1.270004,-1.907349E-06,0,254.0649,0.1,0.1,0.1,0
-1.058415E-05,134.7784,27306.43,1.270111,-1.907349E-06,0,254.082,0.1,0.1,0.1,0
-1.058415E-05,134.7832,27307.39,1.270157,-1.907349E-06,0,254.0991,0.1,0.1,0.1,0
-1.719925E-05,134.789,27308.57,1.270264,-3.099442E-06,0,254.1157,0.1,0.1,0.1,0
-1.058415E-05,134.795,27309.79,1.270355,-1.907349E-06,0,254.1328,0.1,0.1,0.1,0
-1.058415E-05,134.7991,27310.62,1.270462,-1.907349E-06,0,254.1499,0.1,0.1,0.1,0
-1.058415E-05,134.8069,27312.21,1.270508,-1.907349E-06,0,254.167,0.1,0.1,0.1,0
-1.058415E-05,134.8122,27313.27,1.270615,-1.907349E-06,0,254.1841,0.1,0.1,0.1,0
-5.292075E-06,134.8186,27314.57,1.270706,-9.536743E-07,0,254.2007,0.1,0.1,0.1,0
-5.292075E-06,134.8246,27315.78,1.270767,-9.536743E-07,0,254.2178,0.1,0.1,0.1,0
-5.292075E-06,134.8284,27316.55,1.270859,-9.536743E-07,0,254.2349,0.1,0.1,0.1,0
-5.292075E-06,134.8331,27317.5,1.270966,-9.536743E-07,0,254.252,0.1,0.1,0.1,0
0,134.8362,27318.14,1.271011,0,0,254.269,0.1,0.1,0.1,0
0,134.8404,27318.99,1.271103,0,0,254.2861,0.1,0.1,0.1,0
0,134.8456,27320.04,1.271164,0,0,254.3027,0.1,0.1,0.1,0
0,134.8525,27321.44,1.271255,0,0,254.3198,0.1,0.1,0.1,0
5.292075E-06,134.8598,27322.91,1.271362,9.536743E-07,0,254.3369,0.1,0.1,0.1,0
5.292075E-06,134.8665,27324.27,1.271454,9.536743E-07,0,254.354,0.1,0.1,0.1,0
5.292075E-06,134.8726,27325.51,1.271561,9.536743E-07,0,254.3711,0.1,0.1,0.1,0
1.058415E-05,134.8759,27326.19,1.271606,1.907349E-06,0,254.3877,0.1,0.1,0.1,0
1.058415E-05,134.8788,27326.77,1.271713,1.907349E-06,0,254.4048,0.1,0.1,0.1,0
1.058415E-05,134.8839,27327.81,1.271759,1.907349E-06,0,254.4219,0.1,0.1,0.1,0
1.058415E-05,134.8882,27328.68,1.271866,1.907349E-06,0,254.439,0.1,0.1,0.1,0
1.719925E-05,134.8949,27330.02,1.271957,3.099442E-06,0,254.4561,0.1,0.1,0.1,0
1.719925E-05,134.8993,27330.92,1.272003,3.099442E-06,0,254.4727,0.1,0.1,0.1,0
1.719925E-05,134.9057,27332.22,1.27211,3.099442E-06,0,254.4897,0.1,0.1,0.1,0
1.719925E-05,134.91,27333.08,1.272217,3.099442E-06,0,254.5068,0.1,0.1,0.1,0
1.719925E-05,134.9158,27334.27,1.272308,3.099442E-06,0,254.5239,0.1,0.1,0.1,0
1.719925E-05,134.9228,27335.68,1.272354,3.099442E-06,0,254.541,0.1,0.1,0.1,0
1.719925E-05,134.9276,27336.65,1.272461,3.099442E-06,0,254.5581,0.1,0.1,0.1,0
1.719925E-05,134.9362,27338.4,1.272552,3.099442E-06,0,254.5747,0.1,0.1,0.1,0
2.249132E-05,134.9416,27339.49,1.272659,4.053116E-06,0,254.5918,0.1,0.1,0.1,0
2.77834E-05,134.9491,27341.01,1.272766,5.00679E-06,0,254.6089,0.1,0.1,0.1,0
2.77834E-05,134.9523,27341.67,1.272812,5.00679E-06,0,254.626,0.1,0.1,0.1,0
2.77834E-05,134.9568,27342.58,1.272903,5.00679E-06,0,254.6431,0.1,0.1,0.1,0
2.77834E-05,134.9629,27343.81,1.272964,5.00679E-06,0,254.6597,0.1,0.1,0.1,0
2.77834E-05,134.9667,27344.58,1.273056,5.00679E-06,0,254.6768,0.1,0.1,0.1,0
2.77834E-05,134.9747,27346.2,1.273163,5.00679E-06,0,254.6938,0.1,0.1,0.1,0
2.77834E-05,134.9802,27347.31,1.273254,5.00679E-06,0,254.7109,0.1,0.1,0.1,0
2.77834E-05,134.987,27348.68,1.273315,5.00679E-06,0,254.728,0.1,0.1,0.1,0
2.77834E-05,134.9929,27349.89,1.273407,5.00679E-06,0,254.7451,0.1,0.1,0.1,0
2.77834E-05,134.9963,27350.57,1.273514,5.00679E-06,0,254.7617,0.1,0.1,0.1,0
2.77834E-05,135.0012,27351.57,1.27356,5.00679E-06,0,254.7788,0.1,0.1,0.1,0
2.77834E-05,135.0056,27352.45,1.273666,5.00679E-06,0,254.7959,0.1,0.1,0.1,0
2.249132E-05,135.012,27353.75,1.273758,4.053116E-06,0,254.813,0.1,0.1,0.1,0
2.77834E-05,135.0173,27354.84,1.273804,5.00679E-06,0,254.8301,0.1,0.1,0.1,0
2.77834E-05,135.0237,27356.13,1.273911,5.00679E-06,0,254.8467,0.1,0.1,0.1,0
2.77834E-05,135.0305,27357.51,1.274002,5.00679E-06,0,254.8638,0.1,0.1,0.1,0
2.77834E-05,135.0374,27358.89,1.274109,5.00679E-06,0,254.8809,0.1,0.1,0.1,0
2.77834E-05,135.043,27360.03,1.274216,5.00679E-06,0,254.8979,0.1,0.1,0.1,0
2.77834E-05,135.0471,27360.87,1.274261,5.00679E-06,0,254.915,0.1,0.1,0.1,0
2.77834E-05,135.051,27361.66,1.274353,5.00679E-06,0,254.9321,0.1,0.1,0.1,0
3.307547E-05,135.056,27362.67,1.274414,5.960464E-06,0,254.9487,0.1,0.1,0.1,0
2.77834E-05,135.0606,27363.6,1.274506,5.00679E-06,0,254.9658,0.1,0.1,0.1,0
2.77834E-05,135.0662,27364.73,1.274612,5.00679E-06,0,254.9829,0.1,0.1,0.1,0
2.77834E-05,135.0691,27365.33,1.274658,5.00679E-06,0,255,0.1,0.1,0.1,0
2.77834E-05,135.0747,27366.46,1.274765,5.00679E-06,0,255.0171,0.1,0.1,0.1,0
2.77834E-05,135.0798,27367.49,1.274857,5.00679E-06,0,255.0337,0.1,0.1,0.1,0
2.77834E-05,135.0867,27368.9,1.274963,5.00679E-06,0,255.0508,0.1,0.1,0.1,0
2.77834E-05,135.0936,27370.28,1.275009,5.00679E-06,0,255.0679,0.1,0.1,0.1,0
2.249132E-05,135.0972,27371.01,1.275116,4.053116E-06,0,255.085,0.1,0.1,0.1,0
2.249132E-05,135.1032,27372.23,1.275208,4.053116E-06,0,255.1021,0.1,0.1,0.1,0
2.249132E-05,135.1073,27373.06,1.275253,4.053116E-06,0,255.1191,0.1,0.1,0.1,0
2.249132E-05,135.113,27374.22,1.27536,4.053116E-06,0,255.1357,0.1,0.1,0.1,0
2.249132E-05,135.118,27375.24,1.275452,4.053116E-06,0,255.1528,0.1,0.1,0.1,0
2.249132E-05,135.1243,27376.51,1.275513,4.053116E-06,0,255.1699,0.1,0.1,0.1,0
2.249132E-05,135.1324,27378.14,1.275604,4.053116E-06,0,255.187,0.1,0.1,0.1,0
2.249132E-05,135.1384,27379.36,1.275711,4.053116E-06,0,255.2041,0.1,0.1,0.1,0
2.249132E-05,135.1462,27380.95,1.275803,4.053116E-06,0,255.2207,0.1,0.1,0.1,0
2.249132E-05,135.1502,27381.76,1.275864,4.053116E-06,0,255.2378,0.1,0.1,0.1,0
2.249132E-05,135.1573,27383.19,1.275955,4.053116E-06,0,255.2549,0.1,0.1,0.1,0
2.249132E-05,135.1642,27384.6,1.276062,4.053116E-06,0,255.272,0.1,0.1,0.1,0
2.77834E-05,135.1699,27385.75,1.276154,5.00679E-06,0,255.2891,0.1,0.1,0.1,0
2.77834E-05,135.1746,27386.7,1.276215,5.00679E-06,0,255.3057,0.1,0.1,0.1,0
3.307547E-05,135.178,27387.38,1.276306,5.960464E-06,0,255.3228,0.1,0.1,0.1,0
3.307547E-05,135.1836,27388.52,1.276413,5.960464E-06,0,255.3398,0.1,0.1,0.1,0
2.77834E-05,135.1878,27389.37,1.276459,5.00679E-06,0,255.3569,0.1,0.1,0.1,0
2.77834E-05,135.1921,27390.25,1.276566,5.00679E-06,0,255.374,0.1,0.1,0.1,0
3.307547E-05,135.1958,27391,1.276611,5.960464E-06,0,255.3911,0.1,0.1,0.1,0
2.77834E-05,135.1993,27391.71,1.276703,5.00679E-06,0,255.4077,0.1,0.1,0.1,0
2.77834E-05,135.2063,27393.12,1.27681,5.00679E-06,0,255.4248,0.1,0.1,0.1,0
2.77834E-05,135.2129,27394.45,1.276901,5.00679E-06,0,255.4419,0.1,0.1,0.1,0
2.77834E-05,135.2204,27395.97,1.277008,5.00679E-06,0,255.459,0.1,0.1,0.1,0
2.77834E-05,135.227,27397.32,1.277054,5.00679E-06,0,255.4761,0.1,0.1,0.1,0
2.77834E-05,135.233,27398.53,1.277161,5.00679E-06,0,255.4927,0.1,0.1,0.1,0
2.77834E-05,135.2385,27399.64,1.277252,5.00679E-06,0,255.5098,0.1,0.1,0.1,0
2.77834E-05,135.2441,27400.78,1.277313,5.00679E-06,0,255.5269,0.1,0.1,0.1,0
2.77834E-05,135.2502,27402.01,1.277405,5.00679E-06,0,255.5439,0.1,0.1,0.1,0
2.77834E-05,135.2552,27403.02,1.277512,5.00679E-06,0,255.561,0.1,0.1,0.1,0
2.77834E-05,135.2608,27404.17,1.277603,5.00679E-06,0,255.5781,0.1,0.1,0.1,0
2.77834E-05,135.2654,27405.1,1.277664,5.00679E-06,0,255.5947,0.1,0.1,0.1,0
2.249132E-05,135.2716,27406.35,1.277756,4.053116E-06,0,255.6118,0.1,0.1,0.1,0
2.77834E-05,135.2756,27407.17,1.277863,5.00679E-06,0,255.6289,0.1,0.1,0.1,0
2.77834E-05,135.2799,27408.03,1.277908,5.00679E-06,0,255.646,0.1,0.1,0.1,0
2.249132E-05,135.2844,27408.95,1.278015,4.053116E-06,0,255.6631,0.1,0.1,0.1,0
2.249132E-05,135.2881,27409.7,1.278107,4.053116E-06,0,255.6797,0.1,0.1,0.1,0
2.249132E-05,135.2943,27410.95,1.278152,4.053116E-06,0,255.6968,0.1,0.1,0.1,0
2.249132E-05,135.3,27412.1,1.278259,4.053116E-06,0,255.7139,0.1,0.1,0.1,0
2.77834E-05,135.3058,27413.27,1.278351,5.00679E-06,0,255.731,0.1,0.1,0.1,0
2.249132E-05,135.3106,27414.25,1.278412,4.053116E-06,0,255.748,0.1,0.1,0.1,0
2.249132E-05,135.3146,27415.06,1.278503,4.053116E-06,0,255.7651,0.1,0.1,0.1,0
2.249132E-05,135.3186,27415.87,1.27861,4.053116E-06,0,255.7817,0.1,0.1,0.1,0
2.249132E-05,135.323,27416.76,1.278656,4.053116E-06,0,255.7988,0.1,0.1,0.1,0
2.249132E-05,135.328,27417.79,1.278763,4.053116E-06,0,255.8159,0.1,0.1,0.1,0
1.719925E-05,135.3341,27419.02,1.278854,3.099442E-06,0,255.833,0.1,0.1,0.1,0
1.719925E-05,135.341,27420.41,1.2789,3.099442E-06,0,255.8501,0.1,0.1,0.1,0
1.058415E-05,135.3481,27421.84,1.279007,1.907349E-06,0,255.8667,0.1,0.1,0.1,0
1.058415E-05,135.3548,27423.2,1.279114,1.907349E-06,0,255.8838,0.1,0.1,0.1,0
1.058415E-05,135.3591,27424.07,1.279205,1.907349E-06,0,255.9009,0.1,0.1,0.1,0
1.058415E-05,135.3634,27424.95,1.279251,1.907349E-06,0,255.918,0.1,0.1,0.1,0
5.292075E-06,135.3684,27425.96,1.279358,9.536743E-07,0,255.9351,0.1,0.1,0.1,0
1.058415E-05,135.3746,27427.22,1.279465,1.907349E-06,0,255.9517,0.1,0.1,0.1,0
1.058415E-05,135.3809,27428.49,1.27951,1.907349E-06,0,255.9688,0.1,0.1,0.1,0
1.058415E-05,135.3867,27429.67,1.279602,1.907349E-06,0,255.9858,0.1,0.1,0.1,0
1.058415E-05,135.3926,27430.87,1.279709,1.907349E-06,0,256.0029,0.1,0.1,0.1,0
5.292075E-06,135.3978,27431.92,1.2798,9.536743E-07,0,256.02,0.1,0.1,0.1,0
5.292075E-06,135.4034,27433.05,1.279861,9.536743E-07,0,256.0371,0.1,0.1,0.1,0
0,135.4087,27434.13,1.279953,0,0,256.0537,0.1,0.1,0.1,0
0,135.4145,27435.31,1.280014,0,0,256.0708,0.1,0.1,0.1,0
0,135.4204,27436.5,1.280106,0,0,256.0879,0.1,0.1,0.1,0
0,135.4261,27437.65,1.280212,0,0,256.105,0.1,0.1,0.1,0
0,135.4316,27438.77,1.280304,0,0,256.1221,0.1,0.1,0.1,0
0,135.4368,27439.81,1.28035,0,0,256.1387,0.1,0.1,0.1,0
0,135.4426,27441,1.280457,0,0,256.1558,0.1,0.1,0.1,0
0,135.4465,27441.78,1.280563,0,0,256.1729,0.1,0.1,0.1,0
0,135.4513,27442.76,1.280609,0,0,256.1899,0.1,0.1,0.1,0
-5.292075E-06,135.4546,27443.42,1.280701,-9.536743E-07,0,256.207,0.1,0.1,0.1,0
-5.292075E-06,135.4611,27444.75,1.280807,-9.536743E-07,0,256.2241,0.1,0.1,0.1,0
-5.292075E-06,135.4662,27445.77,1.280914,-9.536743E-07,0,256.2407,0.1,0.1,0.1,0
-5.292075E-06,135.4717,27446.89,1.28096,-9.536743E-07,0,256.2578,0.1,0.1,0.1,0
-5.292075E-06,135.478,27448.16,1.281052,-9.536743E-07,0,256.2749,0.1,0.1,0.1,0
-5.292075E-06,135.4818,27448.93,1.281113,-9.536743E-07,0,256.292,0.1,0.1,0.1,0
-1.058415E-05,135.488,27450.19,1.281204,-1.907349E-06,0,256.3091,0.1,0.1,0.1,0
-5.292075E-06,135.4928,27451.17,1.281311,-9.536743E-07,0,256.3257,0.1,0.1,0.1,0
-5.292075E-06,135.4999,27452.6,1.281403,-9.536743E-07,0,256.3428,0.1,0.1,0.1,0
-5.292075E-06,135.506,27453.84,1.281509,-9.536743E-07,0,256.3599,0.1,0.1,0.1,0
0,135.5105,27454.76,1.281555,0,0,256.377,0.1,0.1,0.1,0
0,135.5158,27455.83,1.281662,0,0,256.394,0.1,0.1,0.1,0
0,135.5203,27456.73,1.281708,0,0,256.4111,0.1,0.1,0.1,0
0,135.5261,27457.91,1.281799,0,0,256.4277,0.1,0.1,0.1,0
0,135.532,27459.1,1.281906,0,0,256.4448,0.1,0.1,0.1,0
-5.292075E-06,135.538,27460.32,1.282013,-9.536743E-07,0,256.4619,0.1,0.1,0.1,0
-5.292075E-06,135.5447,27461.68,1.282059,-9.536743E-07,0,256.479,0.1,0.1,0.1,0
-5.292075E-06,135.5494,27462.64,1.28215,-9.536743E-07,0,256.4961,0.1,0.1,0.1,0
0,135.5543,27463.62,1.282257,0,0,256.5127,0.1,0.1,0.1,0
0,135.5588,27464.53,1.282303,0,0,256.5298,0.1,0.1,0.1,0
0,135.5642,27465.63,1.28241,0,0,256.5469,0.1,0.1,0.1,0
0,135.5701,27466.82,1.282501,0,0,256.564,0.1,0.1,0.1,0
0,135.574,27467.62,1.282608,0,0,256.5811,0.1,0.1,0.1,0
0,135.5777,27468.36,1.282654,0,0,256.5977,0.1,0.1,0.1,0
0,135.5819,27469.22,1.282761,0,0,256.6147,0.1,0.1,0.1,0
0,135.5878,27470.41,1.282806,0,0,256.6318,0.1,0.1,0.1,0
-5.292075E-06,135.5944,27471.75,1.282913,-9.536743E-07,0,256.6489,0.1,0.1,0.1,0
0,135.6012,27473.13,1.283005,0,0,256.666,0.1,0.1,0.1,0
-5.292075E-06,135.6081,27474.52,1.283112,-9.536743E-07,0,256.6831,0.1,0.1,0.1,0
-5.292075E-06,135.6116,27475.23,1.283157,-9.536743E-07,0,256.6997,0.1,0.1,0.1,0
-5.292075E-06,135.6172,27476.37,1.283264,-9.536743E-07,0,256.7168,0.1,0.1,0.1,0
-5.292075E-06,135.6222,27477.39,1.283356,-9.536743E-07,0,256.7339,0.1,0.1,0.1,0
-5.292075E-06,135.6271,27478.37,1.283463,-9.536743E-07,0,256.751,0.1,0.1,0.1,0
-5.292075E-06,135.6354,27480.05,1.283508,-9.536743E-07,0,256.7681,0.1,0.1,0.1,0
-5.292075E-06,135.6402,27481.03,1.2836,-9.536743E-07,0,256.7847,0.1,0.1,0.1,0
-5.292075E-06,135.6486,27482.74,1.283707,-9.536743E-07,0,256.8018,0.1,0.1,0.1,0
-5.292075E-06,135.6521,27483.45,1.283813,-9.536743E-07,0,256.8188,0.1,0.1,0.1,0
-5.292075E-06,135.6569,27484.42,1.283859,-9.536743E-07,0,256.8359,0.1,0.1,0.1,0
-1.058415E-05,135.6615,27485.35,1.283951,-1.907349E-06,0,256.853,0.1,0.1,0.1,0
-1.058415E-05,135.6649,27486.04,1.284012,-1.907349E-06,0,256.8701,0.1,0.1,0.1,0
-1.058415E-05,135.6718,27487.43,1.284103,-1.907349E-06,0,256.8867,0.1,0.1,0.1,0
-1.058415E-05,135.6768,27488.44,1.28421,-1.907349E-06,0,256.9038,0.1,0.1,0.1,0
-1.058415E-05,135.6839,27489.89,1.284302,-1.907349E-06,0,256.9209,0.1,0.1,0.1,0
-1.058415E-05,135.6874,27490.59,1.284363,-1.907349E-06,0,256.938,0.1,0.1,0.1,0
-1.058415E-05,135.6916,27491.44,1.284454,-1.907349E-06,0,256.9551,0.1,0.1,0.1,0
-1.058415E-05,135.6962,27492.37,1.2845,-1.907349E-06,0,256.9717,0.1,0.1,0.1,0
-5.292075E-06,135.7009,27493.33,1.284607,-9.536743E-07,0,256.9888,0.1,0.1,0.1,0
-1.058415E-05,135.7065,27494.47,1.284714,-1.907349E-06,0,257.0059,0.1,0.1,0.1,0
-1.058415E-05,135.7103,27495.24,1.284805,-1.907349E-06,0,257.0229,0.1,0.1,0.1,0
-1.058415E-05,135.7173,27496.66,1.284851,-1.907349E-06,0,257.04,0.1,0.1,0.1,0
-1.058415E-05,135.7231,27497.83,1.284958,-1.907349E-06,0,257.0571,0.1,0.1,0.1,0
-5.292075E-06,135.7308,27499.38,1.285049,-9.536743E-07,0,257.0737,0.1,0.1,0.1,0
-1.058415E-05,135.7374,27500.73,1.285156,-1.907349E-06,0,257.0908,0.1,0.1,0.1,0
-1.058415E-05,135.7415,27501.56,1.285202,-1.907349E-06,0,257.1079,0.1,0.1,0.1,0
-1.719925E-05,135.7477,27502.8,1.285309,-3.099442E-06,0,257.125,0.1,0.1,0.1,0
-1.058415E-05,135.7518,27503.63,1.2854,-1.907349E-06,0,257.1421,0.1,0.1,0.1,0
-1.058415E-05,135.7581,27504.91,1.285461,-1.907349E-06,0,257.1587,0.1,0.1,0.1,0
-1.719925E-05,135.7635,27506.02,1.285553,-3.099442E-06,0,257.1758,0.1,0.1,0.1,0
-1.719925E-05,135.7703,27507.38,1.28566,-3.099442E-06,0,257.1929,0.1,0.1,0.1,0
-1.719925E-05,135.7765,27508.64,1.285751,-3.099442E-06,0,257.21,0.1,0.1,0.1,0
-1.719925E-05,135.7819,27509.73,1.285812,-3.099442E-06,0,257.2271,0.1,0.1,0.1,0
-1.719925E-05,135.7874,27510.85,1.285904,-3.099442E-06,0,257.2441,0.1,0.1,0.1,0
-1.719925E-05,135.7921,27511.8,1.286011,-3.099442E-06,0,257.2607,0.1,0.1,0.1,0
-1.719925E-05,135.7987,27513.14,1.286057,-3.099442E-06,0,257.2778,0.1,0.1,0.1,0
-1.719925E-05,135.8035,27514.11,1.286163,-3.099442E-06,0,257.2949,0.1,0.1,0.1,0
-1.719925E-05,135.808,27515.02,1.286255,-3.099442E-06,0,257.312,0.1,0.1,0.1,0
-1.719925E-05,135.8142,27516.28,1.286301,-3.099442E-06,0,257.3291,0.1,0.1,0.1,0
-1.719925E-05,135.8183,27517.12,1.286407,-3.099442E-06,0,257.3457,0.1,0.1,0.1,0
-1.058415E-05,135.8236,27518.19,1.286499,-1.907349E-06,0,257.3628,0.1,0.1,0.1,0
-1.719925E-05,135.8291,27519.31,1.286606,-3.099442E-06,0,257.3799,0.1,0.1,0.1,0
-1.719925E-05,135.8348,27520.45,1.286652,-3.099442E-06,0,257.397,0.1,0.1,0.1,0
-1.058415E-05,135.8425,27522.02,1.286758,-1.907349E-06,0,257.4141,0.1,0.1,0.1,0
-1.058415E-05,135.847,27522.92,1.28685,-1.907349E-06,0,257.4307,0.1,0.1,0.1,0
-1.058415E-05,135.8536,27524.26,1.286911,-1.907349E-06,0,257.4478,0.1,0.1,0.1,0
-1.058415E-05,135.8585,27525.25,1.287003,-1.907349E-06,0,257.4648,0.1,0.1,0.1,0
-1.058415E-05,135.8638,27526.33,1.287109,-1.907349E-06,0,257.4819,0.1,0.1,0.1,0
-1.058415E-05,135.8687,27527.32,1.287155,-1.907349E-06,0,257.499,0.1,0.1,0.1,0
-1.719925E-05,135.8727,27528.14,1.287262,-3.099442E-06,0,257.5161,0.1,0.1,0.1,0
-1.719925E-05,135.8793,27529.48,1.287354,-3.099442E-06,0,257.5327,0.1,0.1,0.1,0
-1.719925E-05,135.8829,27530.2,1.287399,-3.099442E-06,0,257.5498,0.1,0.1,0.1,0
-1.719925E-05,135.8896,27531.57,1.287506,-3.099442E-06,0,257.5669,0.1,0.1,0.1,0
-1.719925E-05,135.896,27532.86,1.287613,-3.099442E-06,0,257.584,0.1,0.1,0.1,0
